Employee_ID,Hospital,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Shift,Years_at_Hospital,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Overtime,Night_Shifts_Month,Training_Hours_Year,Patients_Handled_Month,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
HOSP10366,Fortis Hospital,General Medicine,L4,IT Support Engineer,Kochi,Male,40,Bachelor's,Full-Time,Hybrid,Rotational,20,7,14,105242,1262904,21881,4,1,3,75,Yes,3,88,236,8,0,5,17.0,High,0.9382,Yes
HOSP10367,AIIMS Mangaluru,General Medicine,L3,Data Analyst,Udupi,Female,43,Diploma,Contract,On-Site,Rotational,0,6,13,173732,2084784,70233,3,5,5,39,Yes,6,94,86,2,1,2,12.3,Low,0.8031,Yes
HOSP10368,Apollo Hospital,Surgery,L3,IT Support Engineer,Kochi,Male,31,PhD,Contract,On-Site,Rotational,6,2,18,122913,1474956,182614,1,2,3,75,Yes,4,41,197,4,0,3,3.5,Medium,0.9564,Yes
HOSP10369,AIIMS Mangaluru,Surgery,L5,Staff Nurse,Mysuru,Female,57,Bachelor's,Full-Time,On-Site,Rotational,0,9,11,60082,720984,65285,5,4,5,69,Yes,14,3,393,0,1,3,23.6,Low,0.9747,Yes
HOSP10370,Apollo Hospital,Administration,L4,IT Support Engineer,Mysuru,Male,42,Bachelor's,Full-Time,Hybrid,Rotational,8,3,20,165330,1983960,59547,2,2,1,9,No,15,19,266,5,0,3,14.4,High,0.784,Yes
HOSP10371,AIIMS Mangaluru,Nursing,L4,Ward Assistant,Kochi,Male,24,Diploma,Full-Time,Hybrid,Night,2,5,25,121613,1459356,193223,4,3,2,65,Yes,4,27,313,2,2,1,32.0,Medium,0.9451,Yes
HOSP10372,District General Hospital,Nursing,L4,Radiology Technician,Mysuru,Male,49,PhD,Part-Time,On-Site,Day,11,2,24,116315,1395780,138294,2,3,2,24,Yes,5,39,254,0,2,3,32.7,High,0.7763,Yes
HOSP10373,Fortis Hospital,Pediatrics,L1,Data Analyst,Udupi,Male,54,PhD,Full-Time,On-Site,Day,18,10,5,107690,1292280,7933,5,5,4,70,Yes,7,64,150,9,3,5,15.3,High,0.9016,Yes
HOSP10374,Apollo Hospital,Surgery,L1,Ward Assistant,Bengaluru,Male,33,Diploma,Full-Time,On-Site,Night,14,8,2,113220,1358640,83385,4,3,4,10,No,14,103,131,5,0,1,30.3,Low,0.7774,Yes
HOSP10375,Mangalore Medical Centre,Nursing,L3,Lab Technician,Mysuru,Male,29,PhD,Full-Time,On-Site,Rotational,15,7,25,33389,400668,220844,3,5,1,35,Yes,4,118,73,9,1,1,12.0,Low,0.7221,No
HOSP10376,Manipal Hospital,Outpatient,L2,Physiotherapist,Mysuru,Female,51,PhD,Full-Time,On-Site,Night,9,5,24,109860,1318320,240839,1,4,2,48,Yes,14,43,309,1,0,3,32.9,Low,0.9707,Yes
HOSP10377,AIIMS Mangaluru,Administration,L2,Medical Officer,Kochi,Male,27,Master's,Full-Time,On-Site,Rotational,5,3,21,176757,2121084,98706,5,5,4,47,Yes,2,22,258,7,0,1,1.2,Medium,0.6978,Yes
HOSP10378,AIIMS Mangaluru,Laboratory,L2,Hospital Administrator,Udupi,Male,24,Master's,Contract,On-Site,Night,16,6,19,176267,2115204,209509,1,3,3,6,No,5,56,259,10,3,2,7.2,Medium,0.4905,No
HOSP10379,Apollo Hospital,Cardiology,L3,Receptionist,Chennai,Male,39,Diploma,Full-Time,On-Site,Day,20,10,15,39797,477564,138012,1,1,5,76,Yes,13,46,314,1,1,2,11.4,High,0.984,Yes
HOSP10380,Manipal Hospital,Cardiology,L3,Radiology Technician,Chennai,Male,50,MBBS,Full-Time,On-Site,Day,16,2,29,129975,1559700,245398,2,5,4,50,Yes,11,12,131,3,0,3,34.9,Medium,0.9565,Yes
HOSP10381,Manipal Hospital,Laboratory,L3,Receptionist,Chennai,Female,51,Bachelor's,Full-Time,On-Site,Rotational,20,9,19,115169,1382028,84590,5,2,1,16,No,13,15,107,2,1,5,3.5,Medium,0.6665,No
HOSP10382,District General Hospital,Radiology,L3,IT Support Engineer,Chennai,Male,55,Master's,Full-Time,On-Site,Rotational,18,7,23,84332,1011984,106399,1,1,2,31,Yes,1,89,247,8,0,1,8.9,High,0.6998,Yes
HOSP10383,Mangalore Medical Centre,Administration,L4,Billing Executive,Bengaluru,Male,41,Bachelor's,Contract,Hybrid,Rotational,17,0,22,156260,1875120,59145,3,5,1,25,Yes,11,54,323,1,3,4,16.5,Low,0.7846,Yes
HOSP10384,District General Hospital,Outpatient,L2,Radiology Technician,Kochi,Male,51,MD/MS,Full-Time,On-Site,Day,10,2,16,41696,500352,174682,4,2,5,21,Yes,11,94,324,2,1,3,0.9,Low,0.624,No
HOSP10385,District General Hospital,Nursing,L4,Staff Nurse,Kochi,Male,39,Diploma,Full-Time,On-Site,Rotational,6,10,15,20024,240288,57520,5,1,5,12,No,7,113,309,6,0,1,34.4,Medium,0.7219,No
HOSP10386,District General Hospital,IT,L1,Billing Executive,Hubballi,Female,51,MBBS,Full-Time,On-Site,Day,9,4,5,155656,1867872,4544,2,5,1,11,No,7,64,227,3,2,3,25.4,Medium,0.5948,Yes
HOSP10387,District General Hospital,Administration,L5,Consultant Doctor,Udupi,Male,52,MD/MS,Full-Time,On-Site,Day,6,4,7,108998,1307976,221926,5,4,4,70,Yes,14,80,375,5,1,3,40.6,High,0.9804,Yes
HOSP10388,District General Hospital,Physiotherapy,L3,Senior Nurse,Chennai,Female,22,MD/MS,Full-Time,Hybrid,Rotational,4,9,18,176116,2113392,54812,2,2,4,0,No,2,15,293,2,3,5,1.9,Medium,0.2643,No
HOSP10389,Fortis Hospital,Laboratory,L2,Senior Nurse,Bengaluru,Male,30,PhD,Full-Time,On-Site,Day,11,1,29,23285,279420,202682,4,4,2,32,Yes,11,118,89,0,2,4,12.6,High,0.7091,No
HOSP10390,Manipal Hospital,Outpatient,L1,Senior Nurse,Udupi,Female,22,MD/MS,Full-Time,On-Site,Rotational,15,9,24,25370,304440,182572,3,3,2,13,No,7,36,389,10,1,1,33.0,Medium,0.7291,Yes
HOSP10391,District General Hospital,ICU,L2,Consultant Doctor,Chennai,Female,22,Diploma,Full-Time,On-Site,Day,20,7,25,35903,430836,170690,1,5,3,63,Yes,8,51,239,5,1,3,30.5,Low,0.9721,Yes
HOSP10392,Manipal Hospital,Pharmacy,L1,Receptionist,Bengaluru,Male,44,Master's,Full-Time,On-Site,Rotational,17,4,1,115904,1390848,119090,5,5,3,42,Yes,4,116,250,3,1,3,11.3,Low,0.736,Yes
HOSP10393,Manipal Hospital,Emergency,L1,Staff Nurse,Udupi,Male,37,Diploma,Full-Time,On-Site,Rotational,2,6,13,40995,491940,99054,2,2,2,57,Yes,4,9,309,1,1,1,27.0,Low,0.9644,Yes
HOSP10394,CityCare Hospital,Laboratory,L3,Billing Executive,Kochi,Female,52,Master's,Full-Time,On-Site,Night,19,6,21,123160,1477920,156516,4,5,3,40,Yes,5,37,326,6,0,3,35.8,Low,0.8892,No
HOSP10395,Fortis Hospital,IT,L3,Consultant Doctor,Kochi,Female,36,MD/MS,Full-Time,On-Site,Rotational,14,4,11,106377,1276524,217054,1,3,1,80,Yes,6,43,380,9,0,3,2.0,Medium,0.9507,Yes
HOSP10396,District General Hospital,Nursing,L3,Senior Nurse,Mangaluru,Male,36,MD/MS,Contract,On-Site,Day,4,7,16,162638,1951656,225151,4,5,4,67,Yes,2,94,368,4,1,3,32.4,Medium,0.9314,No
HOSP10397,AIIMS Mangaluru,IT,L4,Lab Technician,Mysuru,Female,59,MBBS,Contract,On-Site,Rotational,12,8,27,55822,669864,187658,3,1,3,38,Yes,4,73,274,5,3,2,11.7,Medium,0.7684,Yes
HOSP10398,Apollo Hospital,IT,L3,Resident Doctor,Chennai,Female,51,Master's,Full-Time,Hybrid,Night,18,3,26,125412,1504944,155861,1,4,3,0,No,0,53,161,5,0,2,42.7,Medium,0.6141,No
HOSP10399,Mangalore Medical Centre,Surgery,L3,Billing Executive,Hubballi,Female,44,MD/MS,Full-Time,On-Site,Day,11,3,14,69222,830664,132689,1,3,1,40,Yes,10,112,88,8,1,4,24.5,Low,0.9078,Yes
HOSP10400,AIIMS Mangaluru,Surgery,L1,Data Analyst,Udupi,Male,21,PhD,Full-Time,Hybrid,Night,20,7,17,112088,1345056,100834,1,3,5,44,Yes,9,97,108,1,1,5,2.0,Medium,0.7841,Yes
HOSP10401,Fortis Hospital,Pediatrics,L3,Physiotherapist,Hubballi,Female,31,Bachelor's,Full-Time,On-Site,Day,4,0,15,108450,1301400,134405,2,4,2,78,Yes,4,50,378,5,3,1,18.5,Medium,0.9647,Yes
HOSP10402,Apollo Hospital,Laboratory,L2,Consultant Doctor,Mangaluru,Female,41,MBBS,Part-Time,On-Site,Rotational,5,3,12,127366,1528392,40002,1,4,1,80,Yes,3,51,155,8,3,5,43.5,High,0.9813,Yes
HOSP10403,Fortis Hospital,Pediatrics,L5,Staff Nurse,Mysuru,Female,24,Diploma,Full-Time,On-Site,Night,6,5,20,128078,1536936,194692,4,3,5,12,No,0,69,162,3,3,5,33.0,High,0.4001,No
HOSP10404,Manipal Hospital,Laboratory,L4,Staff Nurse,Udupi,Male,27,MBBS,Full-Time,On-Site,Day,9,3,16,81853,982236,218760,2,4,1,70,Yes,6,91,358,10,2,2,13.9,High,0.9408,Yes
HOSP10405,Apollo Hospital,Administration,L3,Data Analyst,Bengaluru,Male,46,Bachelor's,Part-Time,On-Site,Night,15,5,7,141794,1701528,220699,1,2,4,8,No,14,91,206,5,1,4,26.1,Medium,0.7762,Yes
HOSP10406,Manipal Hospital,Emergency,L1,Ward Assistant,Chennai,Female,32,Master's,Contract,On-Site,Night,7,4,0,171405,2056860,131583,4,4,1,62,Yes,0,58,30,6,3,5,27.2,Low,0.9123,Yes
HOSP10407,AIIMS Mangaluru,IT,L4,Resident Doctor,Mysuru,Male,51,Diploma,Full-Time,On-Site,Rotational,8,8,28,165030,1980360,112850,4,1,1,22,Yes,12,12,167,0,1,5,1.5,Low,0.7276,Yes
HOSP10408,AIIMS Mangaluru,Administration,L4,Billing Executive,Kochi,Female,37,Diploma,Full-Time,On-Site,Rotational,3,9,24,70442,845304,130011,5,1,4,53,Yes,7,40,311,4,0,3,8.5,High,0.8667,Yes
HOSP10409,Apollo Hospital,Pharmacy,L1,Medical Officer,Mangaluru,Male,53,Master's,Full-Time,On-Site,Night,20,8,25,170026,2040312,168922,4,2,2,46,Yes,15,11,357,3,1,1,25.1,Medium,0.9608,Yes
HOSP10410,Apollo Hospital,Cardiology,L2,Radiology Technician,Mysuru,Male,31,MBBS,Full-Time,On-Site,Rotational,20,3,26,27675,332100,121548,3,4,5,38,Yes,13,49,57,9,1,4,18.4,Medium,0.8586,Yes
HOSP10411,District General Hospital,General Medicine,L4,Senior Nurse,Chennai,Female,48,MD/MS,Contract,On-Site,Rotational,7,3,2,107590,1291080,213244,1,1,3,25,Yes,9,103,364,1,2,1,9.0,High,0.7892,Yes
HOSP10412,Fortis Hospital,Physiotherapy,L1,Billing Executive,Mysuru,Male,52,MBBS,Part-Time,On-Site,Day,6,7,15,126570,1518840,217125,1,5,2,0,No,11,56,227,1,0,2,34.9,Medium,0.7652,Yes
HOSP10413,District General Hospital,Outpatient,L4,IT Support Engineer,Chennai,Male,21,Bachelor's,Part-Time,On-Site,Rotational,14,9,27,49661,595932,31786,1,4,1,13,No,1,49,229,1,0,5,22.3,Low,0.5952,Yes
HOSP10414,Fortis Hospital,Laboratory,L2,Medical Officer,Kochi,Male,48,PhD,Full-Time,On-Site,Night,20,3,1,82289,987468,205428,4,2,3,73,Yes,9,120,20,6,2,5,14.3,Low,0.9559,Yes
HOSP10415,District General Hospital,Pharmacy,L1,Ward Assistant,Udupi,Female,27,MD/MS,Part-Time,On-Site,Rotational,2,1,14,35184,422208,36244,4,4,4,64,Yes,12,118,379,10,3,1,7.7,Low,0.9262,Yes
HOSP10416,Manipal Hospital,Cardiology,L4,Senior Nurse,Bengaluru,Male,22,MBBS,Full-Time,On-Site,Rotational,16,1,0,65963,791556,205786,1,3,2,68,Yes,11,56,84,10,3,2,27.7,Medium,0.9783,Yes
HOSP10417,Apollo Hospital,Nursing,L2,Resident Doctor,Kochi,Male,44,PhD,Full-Time,On-Site,Night,10,0,8,174894,2098728,67261,2,3,5,66,Yes,4,53,20,3,1,3,30.1,Medium,0.9532,Yes
HOSP10418,AIIMS Mangaluru,Radiology,L3,Hospital Administrator,Bengaluru,Female,24,PhD,Full-Time,On-Site,Rotational,8,4,15,23267,279204,18477,2,1,2,48,Yes,12,65,262,5,2,3,30.3,High,0.9503,Yes
HOSP10419,Fortis Hospital,Emergency,L1,IT Support Engineer,Udupi,Male,39,Master's,Full-Time,On-Site,Rotational,4,5,30,80814,969768,177605,3,3,2,49,Yes,5,7,400,6,3,5,10.3,Medium,0.7748,Yes
HOSP10420,Fortis Hospital,Outpatient,L1,Ward Assistant,Mysuru,Male,46,Bachelor's,Part-Time,On-Site,Night,9,8,3,54025,648300,165541,5,2,3,57,Yes,8,105,335,8,0,5,27.0,Low,0.9473,Yes
HOSP10421,AIIMS Mangaluru,Pediatrics,L3,Receptionist,Bengaluru,Male,31,Bachelor's,Full-Time,On-Site,Rotational,14,4,11,139246,1670952,8496,3,1,4,52,Yes,14,62,44,10,2,4,40.8,Low,0.9673,Yes
HOSP10422,District General Hospital,Pediatrics,L3,Senior Nurse,Mangaluru,Male,60,Bachelor's,Full-Time,On-Site,Night,13,5,0,95605,1147260,120522,1,2,4,56,Yes,13,8,366,1,3,1,16.2,Medium,0.9611,Yes
HOSP10423,Fortis Hospital,Administration,L3,Resident Doctor,Mangaluru,Male,31,MD/MS,Full-Time,On-Site,Rotational,3,5,0,150053,1800636,143342,1,2,2,17,No,6,59,69,9,0,5,9.9,High,0.6641,Yes
HOSP10424,Mangalore Medical Centre,Outpatient,L4,Pharmacist,Chennai,Female,23,Diploma,Full-Time,On-Site,Rotational,20,2,6,61436,737232,207080,1,3,4,15,No,5,119,367,8,2,2,34.9,Low,0.7304,Yes
HOSP10425,Manipal Hospital,Surgery,L3,Medical Officer,Kochi,Female,32,MD/MS,Full-Time,On-Site,Day,19,3,17,167544,2010528,20724,5,3,3,1,No,4,113,260,10,1,1,8.4,High,0.293,No
HOSP10426,Apollo Hospital,Cardiology,L1,Medical Officer,Udupi,Male,23,MBBS,Full-Time,Hybrid,Night,1,0,22,168408,2020896,30416,4,2,3,12,No,5,62,51,4,1,4,11.8,Medium,0.4708,Yes
HOSP10427,AIIMS Mangaluru,Radiology,L2,Radiology Technician,Chennai,Male,47,PhD,Part-Time,On-Site,Rotational,11,3,27,174659,2095908,35575,5,3,5,44,Yes,14,71,52,5,0,3,5.0,Low,0.8422,No
HOSP10428,Apollo Hospital,Pharmacy,L4,Data Analyst,Kochi,Male,22,PhD,Full-Time,On-Site,Day,0,0,30,95192,1142304,212262,3,3,4,79,Yes,13,114,219,5,3,4,12.4,High,0.9552,Yes
HOSP10429,Mangalore Medical Centre,Emergency,L4,Resident Doctor,Kochi,Female,36,Diploma,Full-Time,On-Site,Day,19,4,22,138591,1663092,76614,4,3,5,71,Yes,10,2,253,10,3,1,18.8,Low,0.9628,Yes
HOSP10430,Fortis Hospital,Cardiology,L3,Consultant Doctor,Chennai,Female,22,MBBS,Full-Time,On-Site,Night,4,10,14,102511,1230132,93566,4,4,1,42,Yes,3,72,45,2,2,3,3.4,Medium,0.5742,Yes
HOSP10431,Fortis Hospital,Radiology,L2,Pharmacist,Hubballi,Male,50,Diploma,Part-Time,On-Site,Night,5,10,25,27665,331980,204180,3,2,3,71,Yes,0,12,61,10,0,2,39.3,Low,0.9747,Yes
HOSP10432,Mangalore Medical Centre,General Medicine,L2,Hospital Administrator,Kochi,Male,40,PhD,Full-Time,On-Site,Night,10,7,29,176169,2114028,148480,4,5,2,53,Yes,14,8,80,10,3,3,23.4,High,0.9361,Yes
HOSP10433,AIIMS Mangaluru,Laboratory,L3,Lab Technician,Hubballi,Female,58,MD/MS,Full-Time,Hybrid,Day,7,7,24,109277,1311324,127192,2,2,3,73,Yes,11,94,60,9,1,3,26.7,High,0.9827,Yes
HOSP10434,Manipal Hospital,Pediatrics,L4,Senior Nurse,Mangaluru,Male,48,Bachelor's,Full-Time,On-Site,Day,6,4,12,70474,845688,19359,3,1,1,30,Yes,8,88,149,6,0,2,17.0,High,0.7966,Yes
HOSP10435,CityCare Hospital,Pharmacy,L3,IT Support Engineer,Mangaluru,Female,45,PhD,Full-Time,On-Site,Rotational,3,9,15,174257,2091084,139770,3,3,2,75,Yes,15,51,374,6,1,5,30.3,Low,0.9875,Yes
HOSP10436,AIIMS Mangaluru,Pediatrics,L4,Pharmacist,Kochi,Female,52,Master's,Full-Time,Hybrid,Night,5,1,6,93911,1126932,201464,2,3,4,8,No,10,107,373,7,0,5,19.7,Low,0.6363,No
HOSP10437,CityCare Hospital,Pharmacy,L4,Resident Doctor,Mangaluru,Male,30,Bachelor's,Full-Time,Hybrid,Day,15,5,15,110643,1327716,224135,5,5,4,72,Yes,4,61,217,4,2,3,34.4,Medium,0.9373,Yes
HOSP10438,Mangalore Medical Centre,Administration,L1,Receptionist,Udupi,Female,60,PhD,Full-Time,On-Site,Night,19,0,12,48484,581808,170564,5,1,3,47,Yes,7,118,306,1,3,3,37.1,Low,0.9258,Yes
HOSP10439,District General Hospital,Surgery,L2,Physiotherapist,Hubballi,Male,53,MD/MS,Full-Time,Hybrid,Rotational,14,6,13,119165,1429980,205853,5,4,2,17,No,6,108,170,2,3,4,30.4,Medium,0.596,Yes
HOSP10440,CityCare Hospital,Pharmacy,L1,Senior Nurse,Hubballi,Male,33,Diploma,Full-Time,On-Site,Day,13,10,16,43835,526020,43634,4,2,2,10,No,7,7,223,8,3,5,22.4,Medium,0.59,No
HOSP10441,Manipal Hospital,Pediatrics,L2,Staff Nurse,Kochi,Male,57,Bachelor's,Full-Time,Hybrid,Day,11,3,11,114453,1373436,117255,2,4,5,61,Yes,0,110,201,5,1,2,35.3,Low,0.9432,Yes
HOSP10442,District General Hospital,Administration,L4,Medical Officer,Mangaluru,Male,36,MD/MS,Full-Time,On-Site,Day,11,4,28,71790,861480,42864,3,1,1,18,No,8,94,390,7,3,3,22.5,Medium,0.6496,Yes
HOSP10443,CityCare Hospital,Pharmacy,L2,Receptionist,Bengaluru,Male,42,MBBS,Full-Time,On-Site,Rotational,15,5,23,27643,331716,94482,3,5,4,73,Yes,0,44,226,7,0,3,5.5,High,0.8529,Yes
HOSP10444,Mangalore Medical Centre,General Medicine,L3,Data Analyst,Chennai,Male,40,Master's,Full-Time,On-Site,Rotational,14,10,23,93846,1126152,37355,3,1,3,23,Yes,2,52,166,4,1,4,5.7,High,0.5236,No
HOSP10445,District General Hospital,Surgery,L1,Resident Doctor,Chennai,Female,47,Bachelor's,Full-Time,On-Site,Rotational,12,0,19,168023,2016276,37690,4,5,2,12,No,7,108,223,0,2,4,42.7,Medium,0.6647,No
HOSP10446,Mangalore Medical Centre,Pharmacy,L2,Hospital Administrator,Hubballi,Female,36,Diploma,Full-Time,On-Site,Rotational,10,8,12,164305,1971660,168886,4,4,4,45,Yes,11,62,67,5,1,4,10.0,Medium,0.8092,Yes
HOSP10447,CityCare Hospital,Administration,L2,Staff Nurse,Kochi,Female,54,MBBS,Contract,On-Site,Rotational,16,9,23,31200,374400,162717,5,4,3,52,Yes,10,94,277,6,2,1,36.8,Low,0.9588,Yes
HOSP10448,Mangalore Medical Centre,Nursing,L2,Radiology Technician,Kochi,Female,52,MD/MS,Contract,On-Site,Night,20,3,19,70275,843300,215886,4,1,4,28,Yes,0,80,158,8,1,2,11.5,Low,0.6508,No
HOSP10449,Manipal Hospital,Cardiology,L3,IT Support Engineer,Udupi,Male,46,Master's,Full-Time,On-Site,Rotational,14,7,14,107001,1284012,203811,5,1,3,35,Yes,13,110,191,1,3,1,19.7,Medium,0.8759,Yes
HOSP10450,CityCare Hospital,ICU,L2,Billing Executive,Mysuru,Female,45,Diploma,Full-Time,On-Site,Day,13,4,23,170363,2044356,56630,5,3,4,70,Yes,0,56,120,1,2,3,29.6,High,0.9077,Yes
HOSP10451,CityCare Hospital,Radiology,L3,Ward Assistant,Mysuru,Female,22,MD/MS,Full-Time,On-Site,Rotational,9,10,20,60448,725376,179243,3,5,5,16,No,5,53,206,9,3,4,7.6,Low,0.4295,No
HOSP10452,CityCare Hospital,ICU,L1,Lab Technician,Hubballi,Female,32,MD/MS,Part-Time,On-Site,Rotational,11,7,3,179652,2155824,21658,4,3,1,47,Yes,4,18,334,0,1,4,33.3,Low,0.9021,Yes
HOSP10453,AIIMS Mangaluru,Nursing,L1,Lab Technician,Chennai,Male,60,Bachelor's,Full-Time,On-Site,Night,15,0,21,109685,1316220,239204,5,2,4,76,Yes,10,66,395,4,2,4,31.2,Low,0.9775,Yes
HOSP10454,AIIMS Mangaluru,ICU,L2,Receptionist,Udupi,Female,29,Bachelor's,Full-Time,Hybrid,Night,14,7,1,170418,2045016,15797,2,2,1,23,Yes,5,45,313,1,0,5,24.7,Low,0.8263,Yes
HOSP10455,AIIMS Mangaluru,Nursing,L3,Staff Nurse,Udupi,Male,32,Diploma,Part-Time,On-Site,Day,9,10,27,28619,343428,58799,2,1,4,53,Yes,2,93,382,2,0,2,25.7,Low,0.9292,Yes
HOSP10456,Manipal Hospital,Emergency,L3,Billing Executive,Udupi,Female,46,PhD,Full-Time,On-Site,Rotational,3,10,17,123454,1481448,118301,4,4,2,0,No,9,9,40,1,1,1,5.2,Medium,0.4042,Yes
HOSP10457,District General Hospital,Nursing,L2,Billing Executive,Hubballi,Male,29,PhD,Part-Time,On-Site,Rotational,8,3,1,19766,237192,229414,3,2,5,78,Yes,11,112,317,10,2,2,19.9,Medium,0.9733,Yes
HOSP10458,Mangalore Medical Centre,Nursing,L2,Medical Officer,Mysuru,Male,30,MD/MS,Full-Time,On-Site,Rotational,20,1,24,21549,258588,227566,3,2,5,66,Yes,9,92,29,3,0,4,4.4,Low,0.9223,No
HOSP10459,Fortis Hospital,IT,L3,Radiology Technician,Chennai,Female,52,Bachelor's,Full-Time,On-Site,Night,19,10,14,167765,2013180,52236,5,3,1,5,No,5,103,206,10,3,3,14.2,Low,0.348,No
HOSP10460,CityCare Hospital,Nursing,L1,Physiotherapist,Udupi,Male,54,Master's,Contract,On-Site,Rotational,8,5,29,125938,1511256,6265,4,3,2,77,Yes,1,17,152,2,3,5,40.6,Medium,0.9676,Yes
HOSP10461,Mangalore Medical Centre,General Medicine,L2,Medical Officer,Chennai,Male,40,Master's,Full-Time,On-Site,Rotational,20,1,25,145673,1748076,125611,2,2,3,54,Yes,7,11,52,8,1,2,26.1,Medium,0.9617,Yes
HOSP10462,CityCare Hospital,Cardiology,L4,Pharmacist,Mangaluru,Female,59,MD/MS,Full-Time,On-Site,Rotational,19,4,18,66328,795936,203206,5,1,5,37,Yes,14,48,88,9,3,3,33.6,Low,0.9347,Yes
HOSP10463,Manipal Hospital,Laboratory,L3,Data Analyst,Kochi,Female,22,Bachelor's,Full-Time,On-Site,Night,10,1,14,43301,519612,231791,5,3,2,32,Yes,11,22,99,1,3,4,26.0,High,0.8264,Yes
HOSP10464,CityCare Hospital,Pharmacy,L2,Lab Technician,Kochi,Female,21,Diploma,Contract,On-Site,Night,10,2,25,62763,753156,213750,1,2,2,7,No,5,61,210,6,3,4,9.1,Medium,0.4834,Yes
HOSP10465,AIIMS Mangaluru,Radiology,L4,Pharmacist,Chennai,Male,56,Diploma,Full-Time,Hybrid,Rotational,6,10,19,169837,2038044,184566,4,4,1,78,Yes,12,10,120,10,0,4,27.0,Medium,0.9808,Yes
HOSP10466,Fortis Hospital,Surgery,L4,Hospital Administrator,Bengaluru,Male,44,Diploma,Full-Time,On-Site,Rotational,20,5,9,62787,753444,121754,5,3,2,77,Yes,15,72,304,2,2,4,34.1,High,0.9825,Yes
HOSP10467,Apollo Hospital,Cardiology,L2,Senior Nurse,Bengaluru,Male,47,Master's,Full-Time,On-Site,Rotational,9,0,27,138675,1664100,183340,2,2,2,19,No,12,117,240,9,1,5,6.7,Medium,0.731,Yes
HOSP10468,CityCare Hospital,Pediatrics,L3,Consultant Doctor,Hubballi,Female,22,Bachelor's,Full-Time,On-Site,Day,3,5,23,25425,305100,246524,1,5,3,54,Yes,3,55,72,7,2,5,36.9,High,0.9283,Yes
HOSP10469,Mangalore Medical Centre,Laboratory,L3,Resident Doctor,Hubballi,Male,51,Bachelor's,Full-Time,On-Site,Day,4,2,19,30857,370284,158070,2,3,1,47,Yes,3,87,179,3,2,2,25.2,High,0.8649,No
HOSP10470,AIIMS Mangaluru,Emergency,L2,IT Support Engineer,Kochi,Male,34,Master's,Full-Time,On-Site,Rotational,4,6,10,110999,1331988,91426,3,5,1,55,Yes,13,88,399,3,2,4,0.7,Low,0.8664,No
HOSP10471,Apollo Hospital,Emergency,L2,Radiology Technician,Mangaluru,Male,22,Diploma,Full-Time,On-Site,Night,10,1,25,171516,2058192,225486,1,3,2,9,No,10,54,61,8,0,5,23.6,High,0.707,Yes
HOSP10472,Fortis Hospital,Physiotherapy,L2,Medical Officer,Mysuru,Male,49,Diploma,Contract,Hybrid,Rotational,8,5,9,59457,713484,192411,1,3,3,51,Yes,6,24,66,10,3,3,18.1,Low,0.9182,Yes
HOSP10473,Apollo Hospital,Nursing,L3,Lab Technician,Mysuru,Male,35,MD/MS,Full-Time,On-Site,Night,15,7,28,149776,1797312,145378,5,5,4,49,Yes,13,110,178,2,1,5,13.7,Low,0.8923,Yes
HOSP10474,AIIMS Mangaluru,Cardiology,L2,Pharmacist,Hubballi,Male,32,PhD,Full-Time,On-Site,Day,8,0,22,23452,281424,195078,3,1,5,33,Yes,15,8,203,6,2,5,34.8,High,0.9193,Yes
HOSP10475,District General Hospital,Administration,L4,Ward Assistant,Mangaluru,Male,57,MBBS,Part-Time,On-Site,Rotational,3,10,4,129153,1549836,249789,5,2,1,35,Yes,2,11,265,0,3,2,40.5,High,0.869,Yes
HOSP10476,District General Hospital,IT,L3,Receptionist,Hubballi,Female,48,PhD,Full-Time,On-Site,Rotational,1,10,8,56862,682344,178417,4,1,3,60,Yes,10,10,30,6,0,5,34.4,Medium,0.9702,Yes
HOSP10477,Apollo Hospital,ICU,L1,Data Analyst,Mysuru,Female,40,Bachelor's,Contract,On-Site,Night,13,8,19,36300,435600,142957,2,1,3,15,No,2,112,173,9,2,3,38.2,Low,0.7724,Yes
HOSP10478,Manipal Hospital,Pediatrics,L3,Data Analyst,Chennai,Female,59,Bachelor's,Full-Time,On-Site,Night,2,4,18,158638,1903656,109681,2,2,2,78,Yes,5,37,239,10,3,4,40.9,Medium,0.9858,Yes
HOSP10479,Mangalore Medical Centre,Emergency,L2,Senior Nurse,Hubballi,Male,44,Bachelor's,Full-Time,On-Site,Rotational,17,4,12,156573,1878876,43826,5,4,5,17,No,8,27,174,1,0,1,41.1,Medium,0.8059,No
HOSP10480,Mangalore Medical Centre,Radiology,L3,Resident Doctor,Udupi,Male,41,PhD,Full-Time,On-Site,Day,20,4,17,19845,238140,55597,2,1,1,70,Yes,0,7,358,5,3,2,5.6,Low,0.9306,Yes
HOSP10481,Apollo Hospital,Emergency,L3,Resident Doctor,Chennai,Female,30,MBBS,Full-Time,On-Site,Rotational,5,5,16,137342,1648104,138515,2,1,4,46,Yes,4,73,384,8,1,3,20.8,High,0.8662,No
